id,title,description,availability,condition,image_link,link,brand,product_type,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
6722,Cabeza De Jabali Frimancha,"Chicharron de jabali exquisito¡¡ Familia: Jamones, fiambres y cocidos. Caja de 2 unidades. Peso aproximado por unidad: 1,7 kg. Tarifa 1: 7,778 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6722%2319.3,https://www.thehagentic.com/api/chacon/producto?codigo=6722,FRIMANCHA,"Jamones, fiambres y cocidos",Tarifa 1,2,1.7,fiambre,tarifa_1_validada
1100,Hot Dog De Pollo — Hermanos Del Rio,"Familia: Salchichas, morcillas y preparados cárnicos. Caja de 4 unidades. Peso aproximado por unidad: 1 kg. Tarifa 1: 1,282 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=1100%2320.1,https://www.thehagentic.com/api/chacon/producto?codigo=1100,HERMANOS DEL RIO,"Salchichas, morcillas y preparados cárnicos",Tarifa 1,4,1,salchichas,tarifa_1_validada
1106,Salchichas De Pollo Mini 400Gm — Hermanos Del Rio,"Familia: Salchichas, morcillas y preparados cárnicos. Caja de 12 unidades. Peso aproximado por unidad: 0,4 kg. Tarifa 1: 2,361 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=1106%2320.2,https://www.thehagentic.com/api/chacon/producto?codigo=1106,HERMANOS DEL RIO,"Salchichas, morcillas y preparados cárnicos",Tarifa 1,12,0.4,salchichas,tarifa_1_validada
3901,Ochitos C/ 8 Pack 4 Uds.Horno Carlos Iii,"Familia: Panadería. Caja de 8 unidades. Peso aproximado por unidad: 0,4 kg. Tarifa 1: 16,528 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=3901%2321.1,https://www.thehagentic.com/api/chacon/producto?codigo=3901,HORNO CARLOS III,Panadería,Tarifa 1,8,0.4,ochitos,tarifa_1_validada
3909,"Saco De Rosquillas De 7,5 Kg. — Horno Carlos Iii","Familia: Panadería. Caja de 1 unidad. Tarifa 1: 2,847 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=3909%2321.2,https://www.thehagentic.com/api/chacon/producto?codigo=3909,HORNO CARLOS III,Panadería,Tarifa 1,1,,rosquillas,tarifa_1_validada
CM01,Membrillo Crema Extra 3.750Kg. — La Gondola,"Familia: Membrillo y dulces. Caja de 2 unidades. Peso aproximado por unidad: 3,75 kg. Tarifa 1: 4,445 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CM01%2322.2,https://www.thehagentic.com/api/chacon/producto?codigo=CM01,LA GONDOLA,Membrillo y dulces,Tarifa 1,2,3.75,membrillo,tarifa_1_validada
CM02,"Membrillo Sin Azucar 3,750 Kg — La Gondola","Familia: Membrillo y dulces. Caja de 2 unidades. Peso aproximado por unidad: 3,75 kg. Tarifa 1: 6,378 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CM02%2322.3,https://www.thehagentic.com/api/chacon/producto?codigo=CM02,LA GONDOLA,Membrillo y dulces,Tarifa 1,2,3.75,membrillo,tarifa_1_validada
CM03,Crema Membrillo 900Gr 8/Uc Con Fructosa — La Gondola,"Familia: Membrillo y dulces. Caja de 6 unidades. Peso aproximado por unidad: 0,9 kg. Tarifa 1: 5,752 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CM03%2323.1,https://www.thehagentic.com/api/chacon/producto?codigo=CM03,LA GONDOLA,Membrillo y dulces,Tarifa 1,6,0.9,membrillo,tarifa_1_validada
CM05,"Membrillo Casero La Abuela Filo 3,75 Kg Neto — La Gondola","Familia: Membrillo y dulces. Caja de 2 unidades. Peso aproximado por unidad: 3,75 kg. Tarifa 1: 21,735 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CM05%2323.2,https://www.thehagentic.com/api/chacon/producto?codigo=CM05,LA GONDOLA,Membrillo y dulces,Tarifa 1,2,3.75,membrillo,tarifa_1_validada
CM07,Lata Mllo Con Fructosa 300Gr 12/C — La Gondola,"Familia: Membrillo y dulces. Caja de 12 unidades. Peso aproximado por unidad: 0,3 kg. Tarifa 1: 3,264 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CM07%2323.3,https://www.thehagentic.com/api/chacon/producto?codigo=CM07,LA GONDOLA,Membrillo y dulces,Tarifa 1,12,0.3,membrillo,tarifa_1_validada
CMP1,Crema De Membrillo 40Gm. 98/Un — La Gondola,"Familia: Membrillo y dulces. Caja de 98 unidades. Peso aproximado por unidad: 0,04 kg. Tarifa 1: 0,177 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=CMP1%2324.1,https://www.thehagentic.com/api/chacon/producto?codigo=CMP1,LA GONDOLA,Membrillo y dulces,Tarifa 1,98,0.04,membrillo,tarifa_1_validada
30101,Filetes De Caballa en aceite de girasol 1800 C/ 6 — La Tarifeña,"Familia: Conservas de pescado. Caja de 6 unidades. Peso aproximado por unidad: 1,8 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=30101%2324.2,https://www.thehagentic.com/api/chacon/producto?codigo=30101,LA TARIFEÑA,Conservas de pescado,Tarifa 1,6,1.8,caballa,precio_pendiente
30301,Filetes Caballa Ro 550 C/24 en aceite de girasol — La Tarifeña,"Familia: Conservas de pescado. Caja de 24 unidades. Peso aproximado por unidad: 0,55 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=30301%2325.3,https://www.thehagentic.com/api/chacon/producto?codigo=30301,LA TARIFEÑA,Conservas de pescado,Tarifa 1,24,0.55,caballa,precio_pendiente
30501,Ftes. Caballa 125G. 50 U.C/ 5 Pzas Retr. — La Tarifeña,"Familia: Conservas de pescado. Caja de 50 unidades. Peso aproximado por unidad: 0,125 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=30501%2326.2,https://www.thehagentic.com/api/chacon/producto?codigo=30501,LA TARIFEÑA,Conservas de pescado,Tarifa 1,50,0.125,caballa,precio_pendiente
30701,Filetes De Caballa en aceite de girasol 1000 C/ 12 — La Tarifeña,"Familia: Conservas de pescado. Caja de 12 unidades. Peso aproximado por unidad: 0,8 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=30701%2327.1,https://www.thehagentic.com/api/chacon/producto?codigo=30701,LA TARIFEÑA,Conservas de pescado,Tarifa 1,12,0.8,caballa,precio_pendiente
5100,Melva 1800 Filete De Almadraba Ro C/6 — La Tarifeña,"Familia: Conservas de pescado. Caja de 6 unidades. Peso aproximado por unidad: 1,8 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=5100%2327.3,https://www.thehagentic.com/api/chacon/producto?codigo=5100,LA TARIFEÑA,Conservas de pescado,Tarifa 1,6,1.8,melva,precio_pendiente
5102,Melva Filete De Almadraba 1000 C/ 12 — La Tarifeña,Familia: Conservas de pescado. Caja de 12 unidades. Peso aproximado por unidad: 1 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.,in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=5102%2328.2,https://www.thehagentic.com/api/chacon/producto?codigo=5102,LA TARIFEÑA,Conservas de pescado,Tarifa 1,12,1,melva,precio_pendiente
307002,1/2 Queso Mezcla Semi Sin Lactosa Plaza Vieja — Lavega,"Familia: Quesos. Caja de 4 unidades. Peso aproximado por unidad: 1,5 kg. Tarifa 1: 11,458 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=307002%2329.1,https://www.thehagentic.com/api/chacon/producto?codigo=307002,LAVEGA,Quesos,Tarifa 1,4,1.5,queso,tarifa_1_validada
6302,Lomito Iberico Bellota *Marcial* — Marcial Castro,"Familia: Embutidos curados. Caja de 18 unidades. Peso aproximado por unidad: 0,4 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6302%2329.2,https://www.thehagentic.com/api/chacon/producto?codigo=6302,MARCIAL CASTRO,Embutidos curados,Tarifa 1,18,0.4,lomo,precio_pendiente
6303,Lomo Plata Cebo Campo 50% *Marcial* — Marcial Castro,"Familia: Embutidos curados. Caja de 6 unidades. Peso aproximado por unidad: 1,4 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6303%2330.1,https://www.thehagentic.com/api/chacon/producto?codigo=6303,MARCIAL CASTRO,Embutidos curados,Tarifa 1,6,1.4,lomo,precio_pendiente
6304,Salchichon Cular Plata Ib. *Marcial* — Marcial Castro,"Familia: Embutidos curados. Caja de 6 unidades. Peso aproximado por unidad: 1,3 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6304%2330.3,https://www.thehagentic.com/api/chacon/producto?codigo=6304,MARCIAL CASTRO,Embutidos curados,Tarifa 1,6,1.3,salchichon,precio_pendiente
6305,Chorizo Cular Plata Ib. *Marcial* — Marcial Castro,"Familia: Embutidos curados. Caja de 6 unidades. Peso aproximado por unidad: 1,3 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6305%2331.3,https://www.thehagentic.com/api/chacon/producto?codigo=6305,MARCIAL CASTRO,Embutidos curados,Tarifa 1,6,1.3,chorizo,precio_pendiente
6313,Jamon Cebo Campo Iberico 50% Raza Ib. — Marcial Castro,"Familia: Embutidos curados. Caja de 1 unidad. Peso aproximado por unidad: 1 kg. Tarifa 1: 23,611 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6313%2332.3,https://www.thehagentic.com/api/chacon/producto?codigo=6313,MARCIAL CASTRO,Embutidos curados,Tarifa 1,1,1,jamon_curado,tarifa_1_validada
6314,"Salchichon Iberico Bellota ""Oro"" Marcial — Marcial Castro","Familia: Embutidos curados. Caja de 6 unidades. Peso aproximado por unidad: 1,3 kg. Tarifa 1: 16,667 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=6314%2333.1,https://www.thehagentic.com/api/chacon/producto?codigo=6314,MARCIAL CASTRO,Embutidos curados,Tarifa 1,6,1.3,salchichon,tarifa_1_validada
1503,Centro Jamon 2 Pzas C/ Muñoz Rojo,"Familia: Otros productos. Caja de 2 unidades. Peso aproximado por unidad: 4,5 kg. Tarifa 1: 14,75 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=1503%2333.2,https://www.thehagentic.com/api/chacon/producto?codigo=1503,MUÑOZ ROJO,Otros productos,Tarifa 1,2,4.5,jamon,tarifa_1_validada
7001,Queso Curado Ocaña,Familia: Quesos. Caja de 2 unidades. Peso aproximado por unidad: 3 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.,in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=7001%2333.3,https://www.thehagentic.com/api/chacon/producto?codigo=7001,OCAÑA,Quesos,Tarifa 1,2,3,queso,precio_pendiente
3500,Chorizo Pamplona Extra 2 Piezas — Pamplonica,"Familia: Embutidos curados. Caja de 2 unidades. Peso aproximado por unidad: 1,6 kg. Tarifa 1: 10,0 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=3500%2334.2,https://www.thehagentic.com/api/chacon/producto?codigo=3500,PAMPLONICA,Embutidos curados,Tarifa 1,2,1.6,chorizo,tarifa_1_validada
3502,Barra Lunch 1.3 Kg.Pamplonica,"Familia: Jamones, fiambres y cocidos. Caja de 4 unidades. Peso aproximado por unidad: 1,3 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=3502%2334.3,https://www.thehagentic.com/api/chacon/producto?codigo=3502,PAMPLONICA,"Jamones, fiambres y cocidos",Tarifa 1,4,1.3,lunch,precio_pendiente
3506,Callos L/T Madrileña 380G Pamplonica,"Familia: Salchichas, morcillas y preparados cárnicos. Caja de 12 unidades. Peso aproximado por unidad: 0,38 kg. Tarifa 1: 2,639 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=3506%2335.2,https://www.thehagentic.com/api/chacon/producto?codigo=3506,PAMPLONICA,"Salchichas, morcillas y preparados cárnicos",Tarifa 1,12,0.38,preparados,tarifa_1_validada
8009,1/2 Queso El Hidalgo Oveja Curado,"Familia: Quesos. Caja de 4 unidades. Peso aproximado por unidad: 1,5 kg. Tarifa 1: 17,014 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=8009%2336.3,https://www.thehagentic.com/api/chacon/producto?codigo=8009,QUESO EL HIDALGO,Quesos,Tarifa 1,4,1.5,queso,tarifa_1_validada
8103,1/2 Queso Mezcla Curado Vacio El Hidalgo — Queso El Hidalgo,"Familia: Quesos. Caja de 4 unidades. Peso aproximado por unidad: 1,5 kg. Tarifa 1: 12,472 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=8103%2337.1,https://www.thehagentic.com/api/chacon/producto?codigo=8103,QUESO EL HIDALGO,Quesos,Tarifa 1,4,1.5,queso,tarifa_1_validada
4999,Sopaipas Congelado 1C/ 15 B/ Ricarte,"Familia: Congelados. Caja de 15 unidades. Peso aproximado por unidad: 0,4 kg. Tarifa 1: 1,5 €/kg, sin IVA. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=4999%2337.2,https://www.thehagentic.com/api/chacon/producto?codigo=4999,RICARTE,Congelados,Tarifa 1,15,0.4,,tarifa_1_validada
5000,Churros Congelado450Gm. Ricarte,"Familia: Congelados. Caja de 10 unidades. Peso aproximado por unidad: 0,45 kg. Precio pendiente de confirmar por Chacón Alcántara. Se cobra por kilo: el importe final se ajusta al peso real preparado. Puedes pedirlo por cajas o por unidades.",in stock,new,https://www.thehagentic.com/api/chacon/imagen?p=5000%2337.3,https://www.thehagentic.com/api/chacon/producto?codigo=5000,RICARTE,Congelados,Tarifa 1,10,0.45,,precio_pendiente
